AnimalName,AnimalGender,BreedName,Borough,LicenseIssuedDate
SMOKEY,M,American Staffordshire Terrier ,Bronx,12/29/2016
SNORRI,M,Shih Tzu,Manhattan,12/29/2016
SNOW ,F,Miniature Schnauzer,Queens,12/29/2016
SPIKE,M,American Pit Bull Terrier/Pit Bull,Bronx,12/29/2016
STELLA,F,French Bulldog,Manhattan,12/29/2016
STELLA,F,Labrador Retriever Crossbreed,Bronx,12/29/2016
SUCIO,M,Unknown,Queens,12/29/2016
SULLY ,M,Greyhound,Manhattan,12/29/2016
SURI,M,Shih Tzu,Queens,12/29/2016
TAMMY,F,Shih Tzu,Queens,12/29/2016
TAWNY,M,Unknown,Brooklyn,12/29/2016
TIARA,F,Maltese,STATEN IS,12/29/2016
TINKERBELL,F,Shih Tzu,MANHATTAN,12/29/2016
TOBBY,M,Unknown,Queens,12/29/2016
TOBY,M,Yorkshire Terrier,Brooklyn,12/29/2016
TOFFEE ,M,Yorkshire Terrier,Queens,12/29/2016
TOTO,F,Cairn Terrier,Staten Island,12/29/2016
TRACIE ,F,German Shepherd Crossbreed,Staten Island,12/29/2016
TRAVIS,M,Cocker Spaniel,Brooklyn,12/29/2016
TRUDY ,F,Cairn Terrier,Queens,12/29/2016
TUBBY,M,Unknown,Manhattan,12/29/2016
TUCKER,M,Labrador Retriever,Brooklyn,12/29/2016
UNKNOWN,F,Labrador Retriever Crossbreed,Brooklyn,12/29/2016
UNKNOWN,F,Yorkshire Terrier,Manhattan,12/29/2016
UNKNOWN,M,Yorkshire Terrier,Brooklyn,12/29/2016
UNKNOWN,M,Labrador Retriever Crossbreed,Brooklyn,12/29/2016
WALLIS,F,"Collie, Border",Brooklyn,12/29/2016
WALLIS,F,Golden Retriever,Brooklyn,12/29/2016
WILLIAM ,M,Vizsla,Manhattan,12/29/2016
WILLIE,M,Boxer,Brooklyn,12/29/2016
WILLOW,F,Terrier Crossbreed,Manhattan,12/29/2016
WINNIE,F,"Bull Dog, French",Manhattan,12/29/2016
WINSTON,M,"Welsh Corgi, Pembroke",Manhattan,12/29/2016
WRIGLEY,M,Beagle,Manhattan,12/29/2016
YODA,M,Pug,Queens,12/29/2016
ZEKE,M,Chihuahua Crossbreed,Manhattan,12/29/2016
ZOEY,F,Chihuahua,Manhattan,12/29/2016
ZSA ,F,Yorkshire Terrier,Queens,12/29/2016
ACE,M,Shih Tzu,Manhattan,12/28/2016
ADGER,M,Unknown,Manhattan,12/28/2016
AKIBA,M,Siberian Husky,Brooklyn,12/28/2016
ANA,F,Brussels Griffon,Queens,12/28/2016
ANDY ,M,Shih Tzu,Brooklyn,12/28/2016
APOLLO,M,American Pit Bull Mix / Pit Bull Mix,Staten Island,12/28/2016
APOLLO,M,Labrador Retriever,Brooklyn,12/28/2016
APOLLO,M,Border Collie Crossbreed,Brooklyn,12/28/2016
ARI ,M,Labrador Retriever,Brooklyn,12/28/2016
ARIEL,F,Pug,Manhattan,12/28/2016
ARTHUR,M,Beagle,Brooklyn,12/28/2016
ATHENA,F,Unknown,Manhattan,12/28/2016
AZAR,F,Unknown,Brooklyn,12/28/2016
BABY,F,Maltese,Bronx,12/28/2016
BABY,F,Morkie,Manhattan,12/28/2016
BARAK,M,Unknown,Manhattan,12/28/2016
BASIL,M,Brussels Griffon,Manhattan,12/28/2016
BASTIAN,M,Maltese,Bronx,12/28/2016
BEAR,M,Labrador Retriever Crossbreed,Brooklyn,12/28/2016
BEAR,M,German Shepherd Dog,Brooklyn,12/28/2016
BELLA,F,Dachshund Crossbreed,Brooklyn,12/28/2016
BELLA ,F,Papillon,Brooklyn,12/28/2016
BERNIE,M,Pekingese,Queens,12/28/2016
BLISS,F,Bichon Frise,Manhattan,12/28/2016
BLIZZARD,M,Siberian Husky,Manhattan,12/28/2016
BLUE,M,American Pit Bull Terrier/Pit Bull,Brooklyn,12/28/2016
BOOGIE ,M,Maltese Crossbreed,Manhattan,12/28/2016
BRODIE ,M,Cairn Terrier,Brooklyn,12/28/2016
BUDDY,M,Yorkshire Terrier,Queens,12/28/2016
BUDDY,M,Pug,Manhattan,12/28/2016
BUDDY,M,Cocker Spaniel,Queens,12/28/2016
BUDDY,M,Golden Retriever,Queens,12/28/2016
BUDDY ,M,Shih Tzu,Brooklyn,12/28/2016
BUNGA,F,Cavalier King Charles Spaniel,Manhattan,12/28/2016
BUTTONS,M,Yorkshire Terrier,Queens,12/28/2016
CARAMELO,M,Poodle,Queens,12/28/2016
CARUSO,M,Golden Retriever,Queens,12/28/2016
CASEY,F,West High White Terrier,Staten Island,12/28/2016
CASEY,F,Whippet,Staten Island,12/28/2016
CEECEE,F,Unknown,Bronx,12/28/2016
CEIBA,F,Unknown,Brooklyn,12/28/2016
CESAR,M,Papillon,Brooklyn,12/28/2016
CHANDERBALLI,M,Havanese,Queens,12/28/2016
CHARLIE ,M,Maltese,Queens,12/28/2016
CHERRY,F,American Pit Bull Terrier/Pit Bull,Brooklyn,12/28/2016
CHILI,M,Beagle,Queens,12/28/2016
CHLOE,F,Shih Tzu,Brooklyn,12/28/2016
CHULEO,M,Labrador Retriever,Queens,12/28/2016
CICCY,F,Boxer,Manhattan,12/28/2016
CJ,M,Labrador Retriever,Brooklyn,12/28/2016
COCO,M,Pomeranian,Queens,12/28/2016
COCO ,M,Pomeranian,Queens,12/28/2016
COCO ,F,Pug,Staten Island,12/28/2016
CODY,M,Unknown,Queens,12/28/2016
COOKIE,F,Labrador Retriever Crossbreed,Manhattan,12/28/2016
COOPER ,M,Unknown,Manhattan,12/28/2016
DARLA ,F,Silky Terrier,Staten Island,12/28/2016
DIAMOND,F,Unknown,Brooklyn,12/28/2016
DIXIE ,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,12/28/2016
DOJA,M,Pomeranian,Brooklyn,12/28/2016
DOLLY ,F,Terrier mix,Brooklyn,12/28/2016
DORY,F,American Staffordshire Terrier ,Brooklyn,12/28/2016
DUKE,M,Beagle,Staten Island,12/28/2016
DUSTY,M,Goldendoodle,Manhattan,12/28/2016
ELEANOR,F,French Bulldog,Manhattan,12/28/2016
ELECTRIC ,F,Dachshund Crossbreed,Brooklyn,12/28/2016
ELVIS,M,Shih Tzu,Manhattan,12/28/2016
ELVIS ,M,Labradoodle,Manhattan,12/28/2016
EMMA,F,Havanese,Brooklyn,12/28/2016
FALCO,M,Great Pyrenees,Staten Island,12/28/2016
FALCOR,M,Samoyed,Bronx,12/28/2016
FRANKIE,M,Yorkshire Terrier,Bronx,12/28/2016
GIA ,F,Chihuahua,Manhattan,12/28/2016
GIGI,F,"Poodle, Toy",Brooklyn,12/28/2016
GINGER,F,Maltese Crossbreed,Bronx,12/28/2016
GOLDIE,F,Golden Retriever,Brooklyn,12/28/2016
GOOFY,M,Puggle,Queens,12/28/2016
GOTTI,M,American Pit Bull Terrier/Pit Bull,Bronx,12/28/2016
GUNNER,M,German Shepherd Crossbreed,Brooklyn,12/28/2016
GUY,M,"Poodle, Toy",Brooklyn,12/28/2016
GYLLENHAAL,M,Chihuahua,Brooklyn,12/28/2016
HADDIE ,F,American Staffordshire Terrier ,Bronx,12/28/2016
HARLEY,F,Boerboel,Manhattan,12/28/2016
HERCULES ,M,Terrier mix,Bronx,12/28/2016
HISZUKIE,M,Yorkshire Terrier Crossbreed,Manhattan,12/28/2016
HUDSON,M,French Bulldog,Queens,12/28/2016
HUEY ,M,Havanese,Queens,12/28/2016
IZZY ,F,Pomeranian,Manhattan,12/28/2016
JACK,M,Cane Corso,Brooklyn,12/28/2016
JACKSON,M,Labrador Retriever,Staten Island,12/28/2016
JAKE,M,Nova Scotia Duck Tolling Retriever,Manhattan,12/28/2016
JAKEOB,M,German Shepherd Dog,Brooklyn,12/28/2016
JANE ,F,Beagle,Manhattan,12/28/2016
JEANNIE,F,Chihuahua,Manhattan,12/28/2016
JEFFREY,M,American Pit Bull Mix / Pit Bull Mix,Queens,12/28/2016
JESSIE ,F,Maltese,Queens,12/28/2016
JETER,M,Unknown,Brooklyn,12/28/2016
JILL,F,Cane Corso,Brooklyn,12/28/2016
JINGLEBELL,M,Bichon Frise,Brooklyn,12/28/2016
JO,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,12/28/2016
JOAN,F,"Poodle, Toy",Brooklyn,12/28/2016
JOLIE,F,Labrador Retriever Crossbreed,Staten Island,12/28/2016
JOSETTE ,F,Yorkshire Terrier,Staten Island,12/28/2016
JOSIE ,F,Unknown,Bronx,12/28/2016
JOY,F,Maltese Crossbreed,Manhattan,12/28/2016
JOZEY,F,Maltese,Manhattan,12/28/2016
JUNIE,F,Yorkshire Terrier,Brooklyn,12/28/2016
KASH,M,Shih Tzu,Brooklyn,12/28/2016
KAYCEE ,F,"Welsh Corgi, Pembroke",Queens,12/28/2016
KEIKO,M,Shih Tzu,Bronx,12/28/2016
KICO,M,Puggle,Queens,12/28/2016
KING,M,Siberian Husky,Staten Island,12/28/2016
KOBE,M,Shiba Inu,Staten Island,12/28/2016
KODA,M,Unknown,Manhattan,12/28/2016
KUKLA,F,Unknown,Brooklyn,12/28/2016
LACEY,F,Jack Russell Terrier,Brooklyn,12/28/2016
LAYLA,F,Jack Russell Terrier,Bronx,12/28/2016
LEO,M,Tibetan Terrier,Manhattan,12/28/2016
LIAM,M,Labrador Retriever,Bronx,12/28/2016
LIAM ,M,Poodle Crossbreed,Manhattan,12/28/2016
LILO,F,German Shepherd Dog,Staten Island,12/28/2016
LITTLE ,M,Miniature Pinscher,Manhattan,12/28/2016
LOLA,F,Shih Tzu Crossbreed,Queens,12/28/2016
LOLA,F,Chihuahua,Bronx,12/28/2016
LOLA,F,German Shepherd Dog,Queens,12/28/2016
LOLA ,F,"Poodle, Toy",Manhattan,12/28/2016
LONDON,F,Yorkshire Terrier Crossbreed,Staten Island,12/28/2016
LONDON,M,Unknown,Bronx,12/28/2016
LUCKY,M,Bichon Frise,Bronx,12/28/2016
LUCKY,M,Lhasa Apso,Manhattan,12/28/2016
LUCY,F,Unknown,Manhattan,12/28/2016
LUCY,F,Bluetick Coonhound,QUEENS,12/28/2016
LUCY,F,Unknown,Manhattan,12/28/2016
LULU ,F,Cotton De Tulear,Manhattan,12/28/2016
MACARONI,M,"Shar-Pei, Chinese",Brooklyn,12/28/2016
MAGPIE,F,Bassett Hound,Brooklyn,12/28/2016
MAISY,F,Labrador Retriever Crossbreed,Queens,12/28/2016
MARBLE,F,Miniature American Shepherd,Brooklyn,12/28/2016
MASON,M,Chihuahua,Brooklyn,12/28/2016
MATEO,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,12/28/2016
MAX,M,Unknown,Brooklyn,12/28/2016
MAX,M,Poodle,Queens,12/28/2016
MAX,M,Unknown,Staten Island,12/28/2016
MAXWELL,M,Unknown,Manhattan,12/28/2016
MEOSHA,F,Maltese,Queens,12/28/2016
MISCHA,M,Bull Terrier,Brooklyn,12/28/2016
MISS ,F,Lhasa Apso,STATEN IS,12/28/2016
MOKO,F,Pug,Manhattan,12/28/2016
MOLLY,F,Unknown,Staten Island,12/28/2016
MOLLY ,F,Chihuahua,Staten Island,12/28/2016
MOLLY ,F,Beagle,Manhattan,12/28/2016
MOMO ,M,Shih Tzu,Queens,12/28/2016
MONKEY,M,Shih Tzu Crossbreed,Manhattan,12/28/2016
MOO ,F,"Shar-Pei, Chinese",Brooklyn,12/28/2016
MORGAN,F,American Pit Bull Mix / Pit Bull Mix,Staten Island,12/28/2016
MORGAN,F,American Pit Bull Mix / Pit Bull Mix,Staten Island,12/28/2016
MR.MING,M,Tibetan Terrier,Manhattan,12/28/2016
MURPH,F,Terrier mix,Brooklyn,12/28/2016
N.A.,M,Havanese,Queens,12/28/2016
N.A.,M,Siberian Husky,Brooklyn,12/28/2016
NAME,M,Puggle,Brooklyn,12/28/2016
NAME NOT PROVIDED,F,Boston Terrier,Manhattan,12/28/2016
NAME NOT PROVIDED,F,Unknown,Brooklyn,12/28/2016
NAPOLEON ,M,Golden Retriever,Manhattan,12/28/2016
NELLIE,F,Italian Greyhound,Staten Island,12/28/2016
NICKO,M,Labrador Retriever,Bronx,12/28/2016
NIKE,F,Labrador Retriever Crossbreed,Manhattan,12/28/2016
NONE,M,Shih Tzu,Brooklyn,12/28/2016
NONE,M,Maltese Crossbreed,Brooklyn,12/28/2016
NONE,M,Beagle Crossbreed,Manhattan,12/28/2016
OFELIA,F,Basset Hound,Bronx,12/28/2016
OLIVER,M,Cocker Spaniel,Manhattan,12/28/2016
ONSLOW,M,Unknown,Manhattan,12/28/2016
OPUS,F,Golden Retriever,QUEENS,12/28/2016
OSCAR,M,French Bulldog,Manhattan,12/28/2016
OSI,M,Beagle,Queens,12/28/2016
PALI,M,Miniature American Shepherd,Manhattan,12/28/2016
PAPERS,M,Maltese,Staten Island,12/28/2016
PAX,M,Labrador Retriever Crossbreed,Manhattan,12/28/2016
PEANUT,M,Unknown,Bronx,12/28/2016
PELUSA,F,Poodle Crossbreed,Queens,12/28/2016
PERLA,F,Unknown,Bronx,12/28/2016
PERRITO ,M,Chihuahua,Brooklyn,12/28/2016
PETUNIA,F,Boxer,Manhattan,12/28/2016
PHIFE ,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,12/28/2016
PICKLES,M,Pug,Manhattan,12/28/2016
PIPAS ,F,Unknown,Brooklyn,12/28/2016
PLANO ,M,Chihuahua,Manhattan,12/28/2016
POPPA,M,Shih Tzu,Manhattan,12/28/2016
POPPY ,F,Puggle,Brooklyn,12/28/2016
PRINCESS,F,Chihuahua,Bronx,12/28/2016
PROFESSOR ,M,French Bulldog,Manhattan,12/28/2016
PUCHAS,M,Lhasa Apso,Queens,12/28/2016
PUDDLEZ,M,Unknown,Queens,12/28/2016
QUINN,M,Shih Tzu,Manhattan,12/28/2016
RICHARD,M,Unknown,Manhattan,12/28/2016
RICO,M,Pug,Manhattan,12/28/2016
RIKKU ,F,Beagle,Queens,12/28/2016
RILEY,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,12/28/2016
RILEY,M,Labrador Retriever Crossbreed,Staten Island,12/28/2016
ROCCO,M,French Bulldog,Brooklyn,12/28/2016
ROCKY,M,Yorkshire Terrier,Manhattan,12/28/2016
ROCKY,M,Boxer,Staten Island,12/28/2016
ROCKY,M,Boxer,Staten Island,12/28/2016
RONZONI ,M,Australian Cattledog,Brooklyn,12/28/2016
ROSEE ,F,Maltese Crossbreed,Brooklyn,12/28/2016
ROX,M,Yorkshire Terrier,Queens,12/28/2016
ROXIE,F,Shih Tzu,Brooklyn,12/28/2016
ROXIE,F,Maltese Crossbreed,Staten Island,12/28/2016
RUBY,F,"Bull Dog, French",Manhattan,12/28/2016
RUBY ,F,Cocker Spaniel,Brooklyn,12/28/2016
SACHEL,M,Shih Tzu,Manhattan,12/28/2016
SALLY,F,Yorkshire Terrier,Queens,12/28/2016
SAM,M,Greyhound,Brooklyn,12/28/2016
SAMANTHA ,F,Shih Tzu,Brooklyn,12/28/2016
SAMAURI ,M,Shiba Inu,STATEN IS,12/28/2016
SARGE,M,Jack Russell Terrier,Manhattan,12/28/2016
SASHA,F,German Shepherd Dog,Staten Island,12/28/2016
SCRUFFY,M,Wire Fox Terrier,Manhattan,12/28/2016
SHADOW,M,American Pit Bull Terrier/Pit Bull,Manhattan,12/28/2016
SHELBY,F,Pomeranian,Queens,12/28/2016
SID,M,Morkie,Brooklyn,12/28/2016
SIMBA,M,Poodle,Queens,12/28/2016
SIR ,M,Miniature Pinscher,Manhattan,12/28/2016
SIRIUS,M,Pomeranian,Brooklyn,12/28/2016
SKIPPY ,M,Yorkshire Terrier,MANHATTAN,12/28/2016
SKIPPY ,M,Pomeranian,Brooklyn,12/28/2016
SKYLAR,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,12/28/2016
SMOKEY,M,Chihuahua,Manhattan,12/28/2016
SNOWSHOE,F,Australian Shepherd,Manhattan,12/28/2016
SONORA,F,Chihuahua,Brooklyn,12/28/2016
SPANKY,M,Unknown,Queens,12/28/2016
SPANKY,M,Yorkshire Terrier,Brooklyn,12/28/2016
SPARKLES,F,Yorkshire Terrier,Queens,12/28/2016
SPIKE ,M,Smooth Fox Terrier,Queens,12/28/2016
STELLA ,F,Jack Russell Terrier,Brooklyn,12/28/2016
STEWIE,M,Labrador Retriever,Queens,12/28/2016
STORM ,F,American Pit Bull Terrier/Pit Bull,Bronx,12/28/2016
SUMMER,F,Beagle,Manhattan,12/28/2016
SUSSY,F,Maltese,Queens,12/28/2016
TACO,M,Chihuahua,Manhattan,12/28/2016
TACO,M,Unknown,Bronx,12/28/2016
TAO,F,"Bull Dog, French",Manhattan,12/28/2016
TEDDY,M,Scottish Terrier,Staten Island,12/28/2016
TEDDY ,M,Havanese,Brooklyn ,12/28/2016
THEODORE ,M,Shih Tzu Crossbreed,Queens,12/28/2016
TILLA,F,Jack Russell Terrier,Brooklyn,12/28/2016
TIMMY,M,Unknown,Queens,12/28/2016
TINO,M,Chihuahua,Manhattan,12/28/2016
TOBY ,M,"Poodle, Miniature",Bronx,12/28/2016
TONIA,F,Yorkshire Terrier,Manhattan,12/28/2016
TONKA ,M,Labrador Retriever Crossbreed,Brooklyn,12/28/2016
TRIXIE,F,Shih Tzu,Manhattan,12/28/2016
TUCKER ,M,Unknown,Queens,12/28/2016
TYSON,M,French Bulldog,Manhattan,12/28/2016
TYSON,M,Unknown,Manhattan,12/28/2016
ULA ,F,Puggle,Manhattan,12/28/2016
UNKNOWN,M,French Bulldog,Manhattan,12/28/2016
UNKNOWN,M,Yorkshire Terrier,Manhattan,12/28/2016
UNKNOWN,M,French Bulldog,Manhattan,12/28/2016
UNKNOWN,F,French Bulldog,Brooklyn,12/28/2016
UNKNOWN,F,Miniature American Shepherd,Manhattan,12/28/2016
UNKNOWN,F,"Welsh Corgi, Pembroke",Manhattan,12/28/2016
UNKNOWN,F,French Bulldog,Manhattan,12/28/2016
UNKNOWN,F,Havanese,Manhattan,12/28/2016
UNKNOWN,F,Havanese,Manhattan,12/28/2016
UNKNOWN,F,Morkie,Manhattan,12/28/2016
UNKNOWN,F,Pomeranian,Manhattan,12/28/2016
UNKNOWN,F,Chihuahua Crossbreed,Brooklyn,12/28/2016
VINCENT,F,Yorkshire Terrier,Brooklyn,12/28/2016
WEDNESDAY,F,Pug,Staten Island,12/28/2016
WHOOPY,M,Yorkshire Terrier,Brooklyn,12/28/2016
WILEY,M,Pomeranian,Queens,12/28/2016
WINSTON,M,Labrador Retriever,Manhattan,12/28/2016
YUZU,M,Shiba Inu,Brooklyn,12/28/2016
ZIGIFRIED ,M,Puggle,Manhattan,12/28/2016
ZIPPER,M,Maltese Crossbreed,Manhattan,12/28/2016
ZOE,F,Labrador Retriever,Manhattan,12/28/2016
ZULI,F,Bichon Frise,Queens,12/28/2016
AARON,M,Labrador Retriever,Manhattan,12/27/2016
ABBIE,F,Golden Retriever,Brooklyn,12/27/2016
ADORABLE ,F,Siberian Husky,Brooklyn,12/27/2016
ALEXANDER,M,Jack Russell Terrier,Manhattan,12/27/2016
ALVIN,M,Maltese,Bronx,12/27/2016
ANDIAMO,M,Italian Greyhound,Manhattan,12/27/2016
ANUBIS,M,Siberian Husky,Manhattan,12/27/2016
ARMANI,M,Maltese,Manhattan,12/27/2016
ASPEN,M,Bichon Frise,Queens,12/27/2016
ASTER,F,Pembroke Welsh Corgi,Manhattan,12/27/2016
AUTUMN,F,Chihuahua,Manhattan,12/27/2016
AVA,F,Boston Terrier,Manhattan,12/27/2016
BABY,F,Labrador Retriever,Manhattan,12/27/2016
BABY,M,Unknown,Queens,12/27/2016
BACON ,M,Shih Tzu,Queens,12/27/2016
BAILEY,F,Golden Retriever,Manhattan,12/27/2016
BEBE,F,Boston Terrier,Queens,12/27/2016
BECKY,F,Shih Tzu,Queens,12/27/2016
BELLA,F,Unknown,Brooklyn,12/27/2016
BELLA,F,Shih Tzu,Manhattan,12/27/2016
BELLA ,F,Chihuahua Crossbreed,Staten Island,12/27/2016
BIANCA,F,Shih Tzu,Manhattan,12/27/2016
BIANCA,F,Papillon,Queens,12/27/2016
BISCUIT,M,"Bull Dog, English",Manhattan,12/27/2016
BLAZE ,M,Unknown,Brooklyn,12/27/2016
BRIAN,M,Miniature Pinscher,Brooklyn,12/27/2016
BRIE,F,American Pit Bull Terrier/Pit Bull,Queens,12/27/2016
BRUNO,M,Morkie,Queens,12/27/2016
BRUTUS,M,Unknown,Staten Island,12/27/2016
BUDWEISER ,M,Unknown,Staten Island,12/27/2016
BUSTER,M,Unknown,Bronx,12/27/2016
BUTZIE,M,Boston Terrier,Brooklyn,12/27/2016
CASH,M,Tibetan Terrier,Brooklyn,12/27/2016
CASSIDY,F,Cocker Spaniel,Manhattan,12/27/2016
CAT,F,Unknown,Brooklyn,12/27/2016
CHARLIE ,M,Labrador Retriever,Queens,12/27/2016
CHELSEA,F,American Pit Bull Mix / Pit Bull Mix,Queens,12/27/2016
CHLOE,F,Chihuahua Crossbreed,Queens,12/27/2016
COCO ,F,Puggle,Staten Island,12/27/2016
COCOA,F,Labrador Retriever Crossbreed,Staten Island,12/27/2016
COCONUT,F,Shih Tzu Crossbreed,Brooklyn,12/27/2016
COLTER,M,Terrier Crossbreed,Manhattan,12/27/2016
COOKIE,F,Golden Retriever,Staten Island,12/27/2016
COSMO,M,Australian Cattledog,Brooklyn,12/27/2016
DAISY,F,Shih Tzu,Queens,12/27/2016
DAISY ,F,Wheaton Terrier,Brooklyn,12/27/2016
DASH ,M,Italian Greyhound,Manhattan,12/27/2016
DELILAH,F,French Bulldog,Manhattan,12/27/2016
DEYOGI,M,Shih Tzu,Brooklyn,12/27/2016
DIAMOND,M,Chihuahua,Brooklyn,12/27/2016
DIEGO ,M,Boxer,Brooklyn,12/27/2016
DIJON,F,Yorkshire Terrier,Bronx,12/27/2016
DOTTIE,F,Poodle Crossbreed,Queens,12/27/2016
DUKE,M,Norfolk Terrier,Manhattan,12/27/2016
EDISON,M,Pug Crossbreed,Manhattan,12/27/2016
EMMA,F,German Shepherd Crossbreed,Manhattan,12/27/2016
FAUST,M,German Shepherd Crossbreed,Brooklyn,12/27/2016
FLUFFY ,M,Shih Tzu Crossbreed,Brooklyn,12/27/2016
FLUFFY ,F,Maltese,Queens,12/27/2016
FLURRY,F,Samoyed,Brooklyn,12/27/2016
FOXY ,F,German Shepherd Dog,Manhattan,12/27/2016
FRINCESS ,F,Yorkshire Terrier,Manhattan,12/27/2016
GEORGE,M,Unknown,Manhattan,12/27/2016
GEORGE,M,Jack Russell Terrier,Queens,12/27/2016
GINGER,F,Unknown,Queens,12/27/2016
GREG,M,Labrador Retriever,Brooklyn,12/27/2016
GROVER ,M,German Shepherd Crossbreed,Brooklyn,12/27/2016
GUS,M,"Poodle, Miniature",Manhattan,12/27/2016
HAMILTON,M,German Shepherd Crossbreed,Manhattan,12/27/2016
HARLEY,F,Miniature Pinscher,Manhattan,12/27/2016
HARLEY,M,Unknown,Brooklyn,12/27/2016
HEINRICH,M,Dachshund,Queens,12/27/2016
HENRY,M,French Bulldog,Brooklyn,12/27/2016
HIRO,M,Shiba Inu,Manhattan,12/27/2016
HOLLISTER,M,Poodle,Queens,12/27/2016
HUGO,M,Poodle,Staten Island,12/27/2016
INDIANA,M,Labrador Retriever,Manhattan,12/27/2016
JACQUES,M,West High White Terrier,Manhattan,12/27/2016
JASPER,M,Terrier mix,Queens,12/27/2016
JERRY,M,West High White Terrier,Manhattan,12/27/2016
JOBIN,F,Australian Shepherd,Manhattan,12/27/2016
JOHNNY,M,Unknown,Manhattan,12/27/2016
JOSIE,F,Beagle Crossbreed,Manhattan,12/27/2016
JULIETTE,F,"Poodle, Toy",Brooklyn,12/27/2016
JUNO ,M,Yorkshire Terrier,Manhattan,12/27/2016
KAAYA,M,Shiba Inu,Manhattan,12/27/2016
KANE,M,Siberian Husky,Queens,12/27/2016
KASHA,F,"Poodle, Miniature",Queens,12/27/2016
KERMIT,M,Brittany,Queens,12/27/2016
KIKI,F,Bichon Frise,Queens,12/27/2016
KOURIER,F,Australian Cattledog,Brooklyn,12/27/2016
KUBIAK,M,Affenpinscher,Brooklyn,12/27/2016
LADY,F,"Dachshund, Long Haired Miniature",Manhattan,12/27/2016
LEX,M,American Pit Bull Mix / Pit Bull Mix,Queens,12/27/2016
LEXI,F,Yorkshire Terrier,Manhattan,12/27/2016
LILA,M,Treeing Walker Coonhound,Manhattan,12/27/2016
LILLY,F,Puggle,Manhattan,12/27/2016
LILY,F,Boxer,Brooklyn,12/27/2016
LIZABELL,F,"Schnauzer, Miniature",Manhattan,12/27/2016
LORITA,F,Chihuahua,Brooklyn,12/27/2016
LOUIS,M,French Bulldog,Brooklyn,12/27/2016
LUCKY ,M,Unknown,Staten Island,12/27/2016
LUNA,F,Jack Russell Terrier,Queens,12/27/2016
LUPE,F,Chihuahua,Manhattan,12/27/2016
LYLA,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,12/27/2016
MADELYN,F,Chihuahua Crossbreed,Queens,12/27/2016
MAGDALENE,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,12/27/2016
MARIPOSA,F,Papillon,Manhattan,12/27/2016
MASON ,M,Labrador Retriever Crossbreed,Bronx,12/27/2016
MAX,F,"Poodle, Standard",Brooklyn,12/27/2016
MAX,M,Unknown,Manhattan,12/27/2016
MAX ,M,Shih Tzu,Queens,12/27/2016
MAXIMILIAN,M,Yorkshire Terrier,Manhattan,12/27/2016
MAXIMUS,M,American Pit Bull Terrier/Pit Bull,Brooklyn,12/27/2016
MAYA,F,Miniature Pinscher,Queens,12/27/2016
MIA,F,Labrador Retriever Crossbreed,Staten Island,12/27/2016
MINNIE,F,American Pit Bull Terrier/Pit Bull,Manhattan,12/27/2016
MISTY,F,Samoyed,Brooklyn,12/27/2016
MITZVAH,F,Jack Russell Terrier,Manhattan,12/27/2016
MOSES,M,Dachshund,Staten Island,12/27/2016
MR. ,M,Chihuahua,Brooklyn,12/27/2016
MURPHY,M,Golden Retriever,Brooklyn,12/27/2016
NAME NOT PROVIDED,M,Beagle,Queens,12/27/2016
NAME NOT PROVIDED,M,Shih Tzu,Queens,12/27/2016
NIKITA,F,Labrador Retriever,Manhattan,12/27/2016
NITRO,M,Scottish Terrier,Manhattan,12/27/2016
ODIN ,M,Unknown,Manhattan,12/27/2016
OLIVE,F,Chihuahua,Staten Island,12/27/2016
OLIVER,M,Shih Tzu,Manhattan,12/27/2016
OREO ,F,Unknown,Queens,12/27/2016
OREO ,M,Yorkshire Terrier,Brooklyn,12/27/2016
OSCAR,M,Shiba Inu,Manhattan,12/27/2016
OSCAR,M,Shih Tzu Crossbreed,Brooklyn,12/27/2016
PACHA,F,Maltese,Queens,12/27/2016
PEANUT,M,Chihuahua,Bronx,12/27/2016
PENNY,F,Boxer Crossbreed,Staten Island,12/27/2016
PENNY,F,"Poodle, Miniature",Manhattan,12/27/2016
PEPPY ,M,Maltese,Queens,12/27/2016
PETEY,M,Labrador Retriever Crossbreed,Queens,12/27/2016
PHOEBE,F,Unknown,Manhattan,12/27/2016
PHYNIX ,F,Unknown,Brooklyn,12/27/2016
PIPER,F,American Pit Bull Terrier/Pit Bull,Queens,12/27/2016
PIPER ,F,Rat Terrier,Bronx,12/27/2016
PIPER ,F,Boston Terrier,Manhattan,12/27/2016
POGO,F,American Staffordshire Terrier ,Brooklyn,12/27/2016
POODLE,F,Poodle,Queens,12/27/2016
PRINCE ,F,Yorkshire Terrier,Brooklyn,12/27/2016
PUCHI,F,Unknown,Bronx,12/27/2016
PUMPKIN,M,Whippet,Manhattan,12/27/2016
RIZZO,M,Rat Terrier,Manhattan,12/27/2016
ROCCO,M,"Poodle, Standard",Staten Island,12/27/2016
ROCKY,M,German Shepherd Dog,Queens,12/27/2016
